Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient
2011,3,Illinois,,,,Restaurant - Sit-down dining,8,0,0,,
2011,1,Kentucky,,,,Restaurant - Sit-down dining,6,0,0,"shrimp, grilled",
2011,2,Missouri,,,,Private home/residence; Caterer (food prepared off-site from where served),22,0,0,,
2011,2,South Carolina,,,,Restaurant - Sit-down dining,18,0,0,,
2011,3,New York,,,,Restaurant - Sit-down dining,6,0,0,,
2011,2,Oklahoma,,,,"Fair, festival, other temp or mobile services; Prison/jail",352,0,0,,
2011,2,Maryland,Campylobacter jejuni,,Confirmed,Private home/residence,3,1,0,,
2011,3,Minnesota,Norovirus Genogroup II,,Confirmed,Private home/residence; Religious facility,53,6,0,,
2009,12,California,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,9,0,0,rice; guacamole; salsa,
2011,1,California,,,,Restaurant - Sit-down dining,13,0,0,"tartar sauce, unspecified",
2010,2,Colorado,,,,Restaurant - Sit-down dining,4,0,0,sprouts,sprouts
2010,12,Colorado,,,,Long-term care/nursing home/assisted living facility,35,1,0,,
2011,2,Hawaii,,,,,2,0,0,,
2011,3,Ohio,,,,Restaurant - other or unknown type,2,0,0,,
2011,3,Illinois,,,,Restaurant - Sit-down dining,2,0,0,,
2011,3,Mississippi,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),24,0,0,,
2010,8,Maine,Salmonella enterica,Enteritidis,Confirmed,,3,0,0,,
2011,2,New York,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,0,0,"ground beef, hamburger",ground beef
2011,1,Michigan,,,,,13,0,0,,
2011,3,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining,5,0,0,artichoke dip,
2011,3,Minnesota,Bacillus cereus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,"rice, fried rice",
2011,3,Idaho,,,,Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served),43,1,0,,
2011,3,Minnesota,Clostridium perfringens,,Confirmed,Prison/jail,32,0,0,"potato, scalloped",
2011,3,Louisiana,Salmonella enterica,Pomona,Confirmed,,51,2,0,,
2010,7,California,Shigella sonnei,,Confirmed,Private home/residence; Grocery store; Religious facility,40,2,0,,
2011,2,California,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,14,0,0,hummus,
2011,2,Pennsylvania,Norovirus,,Confirmed,Restaurant - Sit-down dining,24,0,0,garden salad,
2011,3,Texas,,,,Restaurant - other or unknown type,3,0,0,,
2011,3,Ohio,,,,Private home/residence,2,1,0,,
2010,12,Pennsylvania,Norovirus,,Suspected,,36,,0,,
2010,8,West Virginia,Bacillus cereus,,Confirmed,,10,2,0,pizza,
2011,1,Maryland,,,,Private home/residence,6,0,0,,
2011,2,Florida,Norovirus unknown,,Suspected,"Fair, festival, other temp or mobile services",7,0,0,"oysters, raw",oysters
2011,3,Michigan,,,,,6,0,0,,
2011,2,Michigan,,,,,15,0,0,,
2011,2,Colorado,Norovirus unknown,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,,
2010,9,Arizona,,,,,3,0,0,,
2011,1,Oregon,Norovirus Genogroup II,,Confirmed,Private home/residence,19,0,0,,
2011,1,Oregon,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,22,,,,
2010,7,Kentucky,,,,,3,1,0,,
2009,9,New Mexico,,,,Caterer (food prepared off-site from where served),3,0,0,,
2011,3,Texas,,,,,2,0,0,,
2011,3,Florida,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,78,3,0,shredded lettuce,
2010,12,Michigan,,,,Restaurant - other or unknown type,10,0,0,,
2009,4,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,16,,0,lettuce; ambrosia,
2009,4,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,20,,0,ground beef,ground beef
2009,3,New Mexico,Norovirus unknown,,Confirmed,,5,0,0,,
2009,1,New Mexico,,,,,26,0,0,,
2009,6,Multistate,Salmonella enterica,Muenchen,Confirmed,Private home/residence,14,,0,blueberries,blueberries
2010,8,Texas,,,,,10,0,0,,
2011,3,Connecticut,Salmonella enterica,Enteritidis,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,2,0,"sandwich, unspecified; salads",
2009,3,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,77,35,,cookie dough,
2010,11,California,,,,"Private home/residence; Banquet Facility (food prepared and served on-site); Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services; Grocery store",31,0,0,potato salad,
2011,3,Florida,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,44,0,0,,
2011,3,New York,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,2,0,venison,venison
2011,3,Ohio,Salmonella enterica,Muenchen,Suspected,Unknown,3,0,0,,
2010,4,Florida,,,,Restaurant - Sit-down dining,9,,0,,
2011,1,Michigan,,,,,10,0,0,,
2010,11,Florida,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,,0,italian sub,
2011,3,Florida,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,5,0,0,"fish, tuna",tuna
2011,3,Illinois,,,,Restaurant - Sit-down dining,6,0,0,,
2011,3,Texas,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2009,11,Ohio,Salmonella enterica,Enteritidis,Confirmed,Religious facility,6,1,0,,
2011,3,Texas,,,,Restaurant - other or unknown type,2,0,0,,
2010,12,Washington,Norovirus,,Suspected,Restaurant - Sit-down dining,10,0,0,"oysters, raw",
2011,4,Texas,,,,,2,0,0,,
2011,4,Connecticut,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,24,0,0,salads,
2010,12,Florida,Salmonella enterica,unknown,Confirmed,Private home/residence,17,1,0,pancit,
2010,11,California,,,,Restaurant - Sit-down dining,2,0,0,sushi,
2010,1,California,,,,Restaurant - Sit-down dining,13,0,0,,
2011,3,Maryland,Salmonella enterica,Infantis,Confirmed,Religious facility,18,5,0,"sausage, pork",pork
2011,3,Rhode Island,Salmonella enterica,Heidelberg,Confirmed,,81,29,2,,
2011,4,Minnesota,Bacillus cereus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,"fried rice, unspecified",
2011,4,Hawaii,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,,80,0,0,,
2011,4,Tennessee,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Restaurant - Sit-down dining,3,0,0,,
2011,4,Tennessee,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Private home/residence; School/college/university,20,1,0,,
2009,2,Multistate,Salmonella enterica,Saintpaul,Confirmed,Other (describe in remarks),256,8,,alfalfa sprouts,
2009,2,Multistate,Salmonella enterica,Carrau,Confirmed,Grocery store,53,4,1,melon,
2011,4,Texas,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,,
2009,9,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",22,,,"lettuce, unspecified",
2009,8,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other (describe in remarks),32,19,2,"ground beef, other",
2009,7,Multistate,Salmonella enterica,Montevideo,Confirmed,Other (describe in remarks),272,52,0,salami,"pepper, ground"
2009,2,Multistate,Salmonella enterica,Oranienburg,Confirmed,Other (describe in remarks),25,,,alfalfa sprouts,
2009,3,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other (describe in remarks),23,6,0,"ground beef, other",
2009,5,Multistate,Salmonella enterica,Newport,Confirmed,Other (describe in remarks),68,4,0,ground beef,
2011,3,Minnesota,Trichinella spiralis,,Confirmed,Private home/residence,2,1,0,"boar, unspecified",boar
2011,1,Michigan,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,6,1,0,,
2011,1,Washington,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,,
2010,12,Arizona,Norovirus Genogroup II,,Confirmed,,8,1,0,,
2010,12,Arizona,,,,,5,0,0,,
2011,4,New York,,,,Restaurant - Sit-down dining,8,0,0,,
2011,4,Michigan,Norovirus Genogroup II,GII_6,Confirmed,Caterer (food prepared off-site from where served),57,0,0,"salad, greek; caesar salad",
2011,4,Idaho,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,23,0,0,"enchilada, chicken",chicken
2010,8,California,Salmonella enterica,Braenderup,Confirmed,Other (describe in remarks),20,0,0,"pork, bbq",pork
2011,4,Michigan,Salmonella enterica,Muenchen,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,4,0,clover sprouts,clover sprouts
2010,6,Rhode Island,,,,Restaurant - Sit-down dining,4,0,0,,
2011,3,South Carolina,Campylobacter jejuni,,Confirmed,Other (describe in remarks),23,1,0,raw milk,"milk, whole milk unpasteurized"
2010,12,Maryland,,,,Restaurant - Sit-down dining,3,1,0,,
2011,4,Maryland,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,6,0,0,,
2011,4,New York,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,9,0,0,"salad, unspecified; bread, unspecified",lettuce; bread
2011,4,Georgia,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),22,0,0,"pineapple, unspecified; cantaloupe",pineapple; cantaloupe
2011,2,Georgia,Norovirus Genogroup II,,Confirmed,Office/indoor workplace,207,1,0,"juice, unspecified",
2011,3,California,,,,Restaurant - Sit-down dining,2,0,0,,
2011,2,California,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,27,0,0,"cilantro, unspecified; salsa",cilantro
2011,2,California,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0,0,,
2011,1,California,,,,Restaurant - Sit-down dining,11,0,0,,
2010,12,California,,,,,40,0,0,,
2009,8,California,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,17,0,0,,
2011,3,California,,,,Restaurant - Sit-down dining,2,0,0,,
2011,3,Florida,Clostridium perfringens,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,,
2011,3,Florida,,,,Restaurant - Sit-down dining,3,0,0,"cake, cheese",
2011,4,Minnesota,Norovirus Genogroup I,,Confirmed,Camp,23,0,0,,
2011,1,Washington,Other,,Suspected,Restaurant - Sit-down dining,2,0,0,"pork, sweet and sour",
2011,4,Washington,Norovirus Genogroup I,,Confirmed,Grocery store,9,0,0,"sandwich, submarine",
2011,4,Connecticut,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,3,0,0,,
2011,4,Florida,Ciguatoxin,,Confirmed,Restaurant - Sit-down dining,2,0,0,"fish, mahi mahi","fish, mahi mahi"
2011,3,Alabama,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,18,2,0,chips; salsa,corn; cilantro; onion; peppers; tomato
2011,4,Illinois,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),24,0,0,,
2011,2,California,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,18,0,0,coleslaw,
2010,11,California,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,17,0,0,,
2011,3,California,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,8,0,0,,
2011,3,California,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,21,0,0,,
2011,3,Pennsylvania,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),57,1,0,"pizza, vegetable","bread, sourdough; broccoli; cheese, unspecified; cream cheese; tomato"
2011,4,Maine,Norovirus Genogroup II,,Suspected,,41,0,0,,
2011,4,Oregon,Salmonella enterica,Stanley,Confirmed,Banquet Facility (food prepared and served on-site),4,2,0,,
2010,12,Michigan,,,,Grocery store,7,0,0,,
2011,2,Michigan,,,,Unknown,2,0,0,,
2011,5,Florida,Bacillus cereus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,"rice, fried rice","rice, white"
2011,4,Ohio,,,,Unknown,2,0,0,,
2011,3,Texas,,,,,2,0,0,,
2011,4,Texas,,,,,3,0,0,,
2011,3,Texas,,,,,2,0,0,,
2011,5,Texas,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2011,4,Michigan,Norovirus Genogroup II,,Suspected,,14,0,0,,
2011,4,Illinois,Salmonella enterica,Typhimurium,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",36,3,0,multiple salads,
2011,5,Illinois,,,,,11,0,0,,
2011,5,Illinois,Norovirus Genogroup I,,Confirmed,Banquet Facility (food prepared and served on-site),13,0,0,,
2011,4,Pennsylvania,Campylobacter jejuni,,Confirmed,,3,0,0,"milk, whole milk unpasteurized; milk, whole milk unpasteurized","milk, whole milk unpasteurized"
2011,5,Florida,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,0,house salad,cherry tomato; lettuce
2011,4,Pennsylvania,,,,Banquet Facility (food prepared and served on-site),81,0,0,"salad, unspecified",
2010,10,California,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,21,1,0,chicken,
2011,4,Rhode Island,Norovirus,,Confirmed,,8,0,0,,
2011,5,Texas,,,,,4,0,0,,
2011,1,California,Salmonella enterica,Typhimurium,Suspected,Grocery store; Other (describe in remarks),7,0,0,carne asada,
2011,2,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,8,1,0,,
2011,4,Georgia,Norovirus Genogroup II,,Confirmed,Private home/residence; Banquet Facility (food prepared and served on-site),19,0,0,"house salad; cake, chocolate",
2010,4,New Jersey,,,,Banquet Facility (food prepared and served on-site),20,0,0,,
2011,3,Georgia,Salmonella enterica,Saintpaul,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Restaurant - other or unknown type; Private home/residence",14,2,0,"cucumber; tomato, unspecified",cucumber; tomato
2010,9,New Jersey,,,,Restaurant - Sit-down dining,9,0,0,"refried beans, unspecified",
2011,4,Florida,Norovirus Genogroup II,,Confirmed,Private home/residence,6,0,0,fruit smoothie,
2011,4,Florida,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,3,0,0,blue cheese dressing,
2011,5,Texas,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,,
2011,5,Michigan,,,,,6,1,0,,
2011,3,Michigan,,,,,13,0,0,,
2010,8,New Jersey,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,0,tuna burger,
2010,7,New Jersey,Salmonella enterica,Newport,Confirmed,Private home/residence,5,2,0,,
2011,5,New York,Norovirus,,Confirmed,Restaurant - other or unknown type,20,0,0,,
2011,5,New York,"Escherichia coli, Enterotoxigenic",O6:H16,Confirmed,Restaurant - Sit-down dining,19,0,0,tabouleh salad; spinach struedel,
2011,4,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),61,0,0,fruit,"fruit, unspecified"
2011,4,Minnesota,Norovirus Genogroup II,,Confirmed,Private home/residence,29,0,0,caesar salad; potato salad,
2011,5,Minnesota,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,9,0,0,,
2011,5,Minnesota,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,0,,
2011,5,Minnesota,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),32,1,0,"potato, mashed",
2011,5,Connecticut,,,,Caterer (food prepared off-site from where served),13,0,0,chicken picata; eggplant,
2010,4,Kentucky,Salmonella enterica,Typhimurium,Confirmed,,2,1,0,,
2010,7,Kentucky,Salmonella enterica,Javiana,Confirmed,,3,,0,,
2011,5,Tennessee,Norovirus Genogroup I,GI_3B,Confirmed,Restaurant - Sit-down dining,6,0,0,,
2009,7,Multistate,Salmonella enterica,Typhimurium,Confirmed,Grocery store,145,1,,shredded lettuce,iceberg lettuce
2010,1,Texas,Listeria monocytogenes,,Confirmed,,10,10,5,"celery, unspecified",
2011,5,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,,10,1,0,chicken picata,chicken
2011,3,Puerto Rico,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14,0,0,pizza,
2009,10,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,25,9,1,needle tenderized steak,"steak, sirloin"
2011,3,Hawaii,,,,,3,0,0,,
2010,11,Kentucky,Salmonella enterica,Newport,Confirmed,,10,2,0,,
2011,5,Pennsylvania,Staphylococcus aureus,,Suspected,,4,0,0,,
2011,5,Illinois,,,,Restaurant - Sit-down dining,6,0,0,,
2011,5,Ohio,,,,,3,0,0,,
2010,7,Kentucky,,,,,16,0,0,,
2010,9,Kentucky,,,,Caterer (food prepared off-site from where served),12,0,0,,
2011,5,Texas,,,,Restaurant - Sit-down dining,4,0,0,"pizza, meat",
2011,5,Texas,,,,,3,0,0,,
2011,4,Florida,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,24,0,0,"fruit cup, water, ice",
2011,3,New York,"Escherichia coli, Enterotoxigenic",unknown,Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),53,0,0,hummus,
2011,5,Illinois,Norovirus Genogroup II,,Confirmed,,13,0,0,,
2011,5,Illinois,,,,Restaurant - Sit-down dining,4,0,0,"sandwich, roast beef",
2011,4,Alabama,Norovirus Genogroup I,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",21,2,0,lettuce,lettuce
2011,5,Texas,,,,,3,0,0,,
2011,4,Massachusetts,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,197,,0,,
2011,3,Ohio,,,,Private home/residence,28,0,0,"bean dishes; collard greens; chicken and dumplings; taco, unspecified; apple crisp; dip, buffalo chicken",
2011,5,Georgia,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,4,1,0,,
2010,7,Arizona,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",16,5,0,pico de gallo,
2011,2,Texas,,,,,19,2,0,,
2011,6,Minnesota,Staphylococcus aureus,,Suspected,Private home/residence,13,0,0,potato salad,egg
2011,6,Iowa,,,,,11,0,0,,
2011,4,Pennsylvania,Norovirus,,Suspected,Caterer (food prepared off-site from where served),50,0,0,"sandwich, deli","american cheese, pasteurized; lettuce; tomatoes, red round"
2011,5,Kansas,,,,Restaurant - Sit-down dining,3,0,0,,
2011,5,Kansas,Clostridium perfringens,,Suspected,Prison/jail,115,0,0,chili macaroni,turkey
2011,5,Michigan,Campylobacter unknown,,Confirmed,Other (describe in remarks),2,0,0,raw milk,raw milk
2011,6,Michigan,,,,Office/indoor workplace,8,0,0,"burrito, unspecified; salsa",
2011,6,Illinois,,,,Restaurant - Sit-down dining,13,0,0,,
2011,4,California,,,,Restaurant - Sit-down dining,12,0,0,,
2011,5,Minnesota,Norovirus,,Suspected,Restaurant - Sit-down dining,7,0,0,,
2011,6,Illinois,,,,Banquet Facility (food prepared and served on-site),2,0,0,,
2011,6,Texas,,,,Restaurant - Sit-down dining,6,0,0,ribs,
2011,6,New York,"Escherichia coli, Enterotoxigenic",,Confirmed,Restaurant - Sit-down dining,90,1,0,bbq tofu,
2011,2,Arizona,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",17,0,0,,
2011,5,California,,,,Restaurant - Sit-down dining,4,0,0,,
2011,1,California,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,37,7,0,"queso fresco, unpasteurized",
2011,5,Georgia,Salmonella enterica,Enteritidis,Confirmed,Caterer (food prepared off-site from where served); Grocery store; Other (describe in remarks),25,1,0,,
